编号,店名,address,维度,经度,分区,分类,电话
232660,沙县小吃(璞悦湾店),浦沿璞悦湾(西浦路东),30.17402663,120.1326161,杭州市;滨江区,美食;小吃快餐,15158165486
232966,N Cafe(上峰店),江虹路425号附近,30.19088799,120.1967765,杭州市;滨江区,休闲娱乐;咖啡厅,13600529075
232984,咖世家杭州彩虹城店,滨盛路4307-2,30.18942528,120.1507137,杭州市;滨江区,休闲娱乐;咖啡厅,0571-87039891
233227,杭州c果果水果外卖,长河路351号拓森科技园,30.18621844,120.1907408,杭州市;滨江区,购物;农贸市场,0571-86775758
233254,江二炒货店,江二农贸市场(齐飞路西),30.19871493,120.1950614,杭州市;滨江区,购物;农贸市场,13429123358
233371,果果蔬菜,大同公寓1幢对面,30.15932383,120.1434157,杭州市;滨江区,购物;农贸市场,15925686881
233425,志祥卤味,浦沿东冠农贸市场(东冠路北),30.16938077,120.158809,杭州市;滨江区,美食;小吃快餐,13429603627
233542,TimeOurs我们的时光(时代店),同人路152号,30.20416798,120.1851337,杭州市;滨江区,美食;面包甜点,15382333712; 18505813028
233587,浙C海鲜楼,江晖路1930号东和时代大厦102室,30.21247415,120.2015969,杭州市;滨江区,美食;海鲜,15158088223
233659,食其家(浦沿物美店),浦沿路773号物美大卖场浦沿店1层F008号,30.17453025,120.1415493,杭州市;滨江区,美食;小吃快餐,0571-85195921; 0571-88135575
233884,小周手工面馆,东信大道1329号附近,30.18679073,120.1421399,杭州市;滨江区,美食;小吃快餐,13757101446
234019,顺旺基大食堂,星耀城二期(江陵路北),30.2140769,120.2113392,杭州市;滨江区,美食;小吃快餐,0571-82367210
234163,台湾饭团,浦沿街道垃圾街10号楼-20,30.17261299,120.1490403,杭州市;滨江区,美食;中餐厅,15158033790
234199,台湾东池便当,滨文路银爵世纪公寓21号,30.1732413,120.1421611,杭州市;滨江区,美食;小吃快餐,0571-88933751; 0571-88933752
234343,星光大道警务室,江南大道228号星光国际公馆1幢对面,30.20947854,120.2046044,杭州市;滨江区,机构团体;公检法机构, 
234352,屈臣氏(星光大道店),长河街道星光国际广场2幢101号,30.20967937,120.2052158,杭州市;滨江区,购物;超市, 
234361,排排有道(星光大道店),星光大道1期4幢112号,30.21162739,120.2038524,杭州市;滨江区,美食;小吃快餐,18989487550
234370,悠游堂(星光大道店),滨盛路1766号华联星光大道3楼L326,30.2124156,120.2026093,杭州市;滨江区,购物;母婴儿童,0571-89773606
234379,ONLY(星光大道期店),江南大道228号星光国际广场3幢1层,30.21100712,120.2036319,杭州市;滨江区,购物;服饰鞋包,0571-86538532
234388,神州租车(星光大道服务点),江晖路与新月路交叉口(中兴大厦旁边的露天停车场内),30.20767616,120.2028203,杭州市;滨江区,汽车;汽车租赁,15397122591
234397,东瀛国际造型,闻涛路星光大道二期1楼L102号,30.21477358,120.2012959,杭州市;滨江区,生活服务;美容美发,0571-87082202
234406,Donoratico,江南大道228号星光国际广场二期F2,30.21396414,120.2016469,杭州市;滨江区,购物;服饰鞋包, 
234415,一鸣真鲜奶吧(星光大道店),星光大道228号,30.20908877,120.2047548,杭州市;滨江区,美食;冷饮店,18057779268
234424,洛克健身工作室(星光店),丹枫路1075号雪峰银座5楼(星光大道旁)(星光大道旁),30.20981666,120.2032611,杭州市;滨江区,运动健身;健身中心,18258122233
234433,格拉苏格,星光大道二期,30.2131147,120.2020078,杭州市;滨江区,购物;服饰鞋包, 
234442,约馍(星光店),星光大道1期,30.20943961,120.2053862,杭州市;滨江区,美食;小吃快餐,18856187477
234451,潘多拉,江晖路1916号星光大道二期,30.2136848,120.202098,杭州市;滨江区,购物;服饰鞋包, 
234460,瑞士艾洛可美容养生会所(星光店),丹枫路1075号雪峰银座16层1606,30.20991669,120.2032812,杭州市;滨江区,生活服务;美容美发,0571-87217951
234469,菲尚摄影工作室,春晓路江南星座710室(近星光大道),30.20799319,120.2080525,杭州市;滨江区,生活服务;摄影冲印, 
234478,多点+,星光大道步行街,30.20946932,120.2051757,杭州市;滨江区,购物;其它购物, 
234487,大西北特色面馆,东冠社区6号,30.17134927,120.1580366,杭州市;滨江区,美食;中餐厅,13777895725
234541,阿林面馆(天鸿君邑小区南),浙新小区附近,30.17490068,120.1354231,杭州市;滨江区,美食;小吃快餐, 
234739,丸来玩趣,江汉路1515号龙湖滨江天街B1,30.20440242,120.2001239,杭州市;滨江区,美食;小吃快餐, 
234883,瑞立中央花城-北门,东沿江陵路、南面滨和路、北靠风荷路,30.20390764,120.2115004,杭州市;滨江区,基础设施;门/出入口, 
234892,迎春小区-东门,迎春路133号附近,30.19859595,120.219076,杭州市;滨江区,基础设施;门/出入口, 
234901,迎春北苑-南门,迎春北苑(迎春小区西北),30.19965217,120.2153587,杭州市;滨江区,基础设施;门/出入口, 
234919,缤纷小区-西门,钱江三桥南岸,30.21942503,120.2192947,杭州市;滨江区,基础设施;门/出入口, 
234955,中兴花园百合苑-东门,江汉路1688号,30.20705959,120.1983291,杭州市;滨江区,基础设施;门/出入口, 
234973,新州花苑东区-西门,新州花苑(东区),30.20739797,120.2218303,杭州市;滨江区,基础设施;门/出入口, 
235000,公共厕所,世茂智慧之门西(江陵路地铁站东北),30.21297131,120.2152073,杭州市;滨江区,基础设施;公共厕所, 
235324,松鼠便利(滨安华联店),滨安路202-204,30.18747363,120.2162215,杭州市;滨江区,购物;超市,18357117915
235342,阿姨奶茶(鑫都汇店),滨安路243号,30.18853472,120.2173335,杭州市;滨江区,美食;冷饮店,15715736815
235351,永琪美容美发SPA生活馆西兴店,滨安路150～154,30.18861708,120.2197982,杭州市;滨江区,生活服务;美容美发,0571-85097721
235423,中国移动(凯提指定专营店),映翠路与长江路交叉口东北50米,30.1542734,120.2065535,杭州市;滨江区,购物;数码家电, 
235477,彩票销售店,江汉路1681,30.20741017,120.1987201,杭州市;滨江区,生活服务;彩票,0571-85115100
235567,果丁酒店公寓,安业路251号江锦国际2009室,30.2093841,120.19488,杭州市;滨江区,酒店宾馆;公寓式酒店,0571-85029132
235576,新合作医药(通江路大药房店),长河街道安业路2号(中兴花园百合苑后门),30.20559912,120.1979683,杭州市;滨江区,医疗保健;药房药店, 
235693,沈家衣橱(江汉店),江汉路1651,30.20677081,120.1991212,杭州市;滨江区,购物;服饰鞋包,13735465998
235756,米秀米秀,滨兴东苑南幢107室,30.19626858,120.1973174,杭州市;滨江区,购物;服饰鞋包, 
235855,悦来悦便利,江陵路581号,30.19004017,120.213125,杭州市;滨江区,购物;便利店,0571-86624295
235900,佳必得进口食品,长河街道滨安路1190号智汇领地科技园智汇中心A座9层902室,30.18832072,120.1698504,杭州市;滨江区,购物;其它购物, 
235927,一起趣吧创意美学艺术中心(滨安路店),滨安路126-2号水晶湾城市雅苑,30.18864789,120.2206998,杭州市;滨江区,教育学校;培训,18167108585
236053,吴记裁缝店,南川路南200米,30.17370339,120.1763308,杭州市;滨江区,生活服务;其它生活服务, 
236485,上海东方投资监理有限公司杭州分公司,江汉路1786号钱龙大厦5层,30.21026879,120.1979178,杭州市;滨江区,银行金融;其它银行金融, 
236782,桥南[公交站],"822区间,822,180,352,194,B支5,B支3,435,112(M)",30.1851978,120.1457379,杭州市;滨江区,基础设施;公交车站, 
236962,西北拉面(长江中路店),长河街道长江中路60-6号,30.1750454,120.1886761,杭州市;滨江区,美食;小吃快餐, 
236971,西北莜面村,浦沿街道火炬大道1208,30.18908403,120.1609738,杭州市;滨江区,美食;中餐厅, 
237016,小区饭店,岩大房社区火炬小区西苑东大门,30.16775629,120.1670738,杭州市;滨江区,美食;中餐厅, 
237124,西域麻辣烫,长江中路24号,30.17331863,120.1905514,杭州市;滨江区,美食;小吃快餐,13588563222
237304,乌冬面肥牛神龙冒菜,浦沿联庄一区浦幼集团联庄分园,30.18361016,120.141709,杭州市;滨江区,美食;小吃快餐, 
237880,兄弟信息技术有限公司,江晖路1772号,30.20903714,120.203572,杭州市;滨江区,公司企业;公司企业, 
238051,迅驰外卖,长河街道江二社区周家园100号-2,30.19736303,120.1878419,杭州市;滨江区,美食;小吃快餐, 
238060,杭州雅米餐饮管理有限公司,南环路4028号中恒世纪科技园11号楼,30.18351126,120.1482873,杭州市;滨江区,公司企业;公司企业, 
238123,养心面馆(杭州003号店),西兴街道滨康小区92号商铺,30.18167169,120.2059699,杭州市;滨江区,美食;小吃快餐, 
238132,LEKI国际持久美妆学院,滨文路422号金门?文耀大厦15层1115室,30.17652914,120.1634322,杭州市;滨江区,教育学校;培训,18668433233
238141,漫森美业(璞悦湾店),浦沿滨文路璞悦湾6号商铺(滨文小学旁),30.17162828,120.133709,杭州市;滨江区,生活服务;美容美发,18768403887
238339,乐渝面馆,东流路702号,30.18714964,120.2046162,杭州市;滨江区,美食;小吃快餐, 
238357,世纪华联,新胜村八甲116号,30.17616738,120.1331973,杭州市;滨江区,购物;便利店, 
238465,樱花卫厨(第六空间专卖店),江南大道1088号第六空间国际建材馆一楼中厅,30.19887696,120.1844021,杭州市;滨江区,购物;家具家居建材, 
238663,有味儿面?盖浇饭,晶都路125-127号(滨康路网商路口),30.18240492,120.1885652,杭州市;滨江区,美食;中餐厅,0571-86611199; 13588155258
238690,巧巧云南过桥米线,园区二路与杨家墩街交叉口东南150米,30.17051703,120.1455406,杭州市;滨江区,美食;小吃快餐,13738191616
238825,渝味重庆小面(滨康二苑店),西兴街道聚园路滨康小区8号楼,30.18138097,120.2054186,杭州市;滨江区,美食;小吃快餐,13402606492
238951,食其家(金盛嘉悦广场店),东冠路611号美博生活广场1层005铺位,30.16397646,120.1508362,杭州市;滨江区,美食;小吃快餐,0571-86685267; 18121118577
239050,缤纷早餐店,缤纷小区商业街105,30.21929479,120.2190342,杭州市;滨江区,美食;冷饮店,13175057225
239257,张记重庆小面,滨兴小区商铺049号,30.19579646,120.1959439,杭州市;滨江区,美食;小吃快餐,18658192229
239284,张姐烤肉拌饭脆皮鸡饭,共鸣巷159号,30.19439228,120.193287,杭州市;滨江区,美食;小吃快餐,15988140833
239518,正宗诸暨次坞打面NO.058,平乐路仁苑商铺24号,30.194268,120.1738819,杭州市;滨江区,美食;小吃快餐,18205710583
240121,喜月养生月子会所?杭州4店直营(星耀城店),江陵路2028号星耀城C座23F,30.21533559,120.2103069,杭州市;滨江区,生活服务;家政,0571-86588598
240130,江滨九号(滨江店),江南大道518号兴耀大厦1层,30.20572116,120.1993218,杭州市;滨江区,美食;海鲜,0571-86673999
240148,悠途酒店公寓(原耀鼎公寓连锁酒店(滨江高教园店)),浦沿路789号积家5幢330室,30.1763301,120.141499,杭州市;滨江区,酒店宾馆;公寓式酒店,0571-86539901
240175,阿姨奶茶专卖(鑫都汇店),江陵路336号兴耀?鑫都汇1层,30.18529126,120.213917,杭州市;滨江区,美食;冷饮店,15658850879
240238,8号厨房快餐,滨文路476附近,30.17883459,120.1556389,杭州市;滨江区,美食;小吃快餐,15858281678
240256,球咖台球俱乐部,江汉路与春晓路交叉口中赢康康谷1幢A入口6楼,30.19884525,120.2093161,杭州市;滨江区,运动健身;台球馆,13484036565
240472,中国农业银行ATM,滨文路472,30.1762061,120.1564114,杭州市;滨江区,银行金融;自动提款机, 
240490,中国农业银行ATM,迎春小区(江汉东路南),30.19941321,120.2163407,杭州市;滨江区,银行金融;自动提款机, 
240517,中国农业银行ATM(至仁街),浦沿园区中路7号(浙江建人专修学院滨江学区内),30.16263022,120.1583884,杭州市;滨江区,银行金融;自动提款机, 
240706,中国农业银行24小时自助银行服务,江晖路1698号,30.20813813,120.2042537,杭州市;滨江区,银行金融;自动提款机, 
242119,杭州电化厂[公交站],"230,352,326,225,222,113,113大站,326B(M)",30.15857132,120.1506641,杭州市;滨江区,基础设施;公交车站, 
242344,滨文中心站[公交站],"商务1,362,326,107,115,225,434,194,B支3,435",30.17608512,120.1612788,杭州市;滨江区,基础设施;公交车站, 
243127,科达投资大厦,信诚路555,30.18881582,120.1672526,杭州市;滨江区,建筑房产;商务楼宇, 
243199,东信城R&D研发楼,东方通信东信大道66号,30.18165312,120.1372071,杭州市;滨江区,建筑房产;产业园区, 
246187,原浆啤酒屋,钱塘春晓花园(月明路北),30.20659537,120.2097363,杭州市;滨江区,休闲娱乐;酒吧, 
246250,J遇餐厅,闻涛路光辉路杭州印1层,30.2141831,120.2009451,杭州市;滨江区,美食;特色中餐, 
246493,联庄三区26号楼,浦沿钱塘景苑西(滨盛路南),30.18756569,120.1509044,杭州市;滨江区,建筑房产;房产小区附属, 
246538,景江便民超市,东信大道1217,30.18937912,120.1471937,杭州市;滨江区,购物;便利店,13666691646
247294,龙骑士,东信大道428-6号附近,30.1775728,120.1368967,杭州市;滨江区,休闲娱乐;酒吧, 
247708,PLAY BOY,彩虹城16号,30.19079643,120.1513955,杭州市;滨江区,购物;服饰鞋包,15355081188
248761,银色SOLO,银色港湾13幢1单元,30.18943665,120.1514859,杭州市;滨江区,酒店宾馆;旅馆招待所, 
249868,杭州滨江冷拉型钢公司,西兴工业区聚业路1号,30.17951812,120.2109813,杭州市;滨江区,公司企业;公司企业,0571-86681281
249895,美丽小铺,美拉思时尚精品酒店(西兴地铁站东),30.18926752,120.220309,杭州市;滨江区,购物;其它购物, 
250039,未岚奢侈品,春晓路189,30.19972586,120.2098472,杭州市;滨江区,购物;服饰鞋包,18969999991
250462,冠二东片189号楼,冠二东片189号楼(信诚南路西),30.17413671,120.1674143,杭州市;滨江区,建筑房产;房产小区附属, 
251371,碧水豪园7幢,东信大道1037-1073,30.18622576,120.1451482,杭州市;滨江区,建筑房产;住宅小区, 
251380,碧水豪园41幢,南环路4289号,30.18635162,120.1426713,杭州市;滨江区,建筑房产;住宅小区, 
251389,碧水豪园37幢,西环路18号,30.18766273,120.1433732,杭州市;滨江区,建筑房产;住宅小区, 
251398,碧水豪园5幢,东信大道995号,30.18568538,120.1449076,杭州市;滨江区,建筑房产;住宅小区, 
251425,碧水豪园31幢,西环路18号,30.18616262,120.143273,杭州市;滨江区,建筑房产;住宅小区, 
251434,碧水豪园55幢,浦沿碧水豪园55幢(一号桥西南),30.18587668,120.1456797,杭州市;滨江区,建筑房产;住宅小区, 
251479,云廷会所,浦沿碧水豪园(南环路北),30.18539239,120.1431126,杭州市;滨江区,休闲娱乐;洗浴推拿足疗,15158850626
251488,杭州晨朔动漫设计有限公司,西环路38号碧水豪园32幢302,30.18671322,120.143644,杭州市;滨江区,公司企业;公司企业, 
251533,小脚丫艺术园,浦沿西环路碧水豪园南门附近,30.18489447,120.1443461,杭州市;滨江区,教育学校;培训, 
251542,游山茶馆,长河街道滨康路353号,30.18341775,120.1902597,杭州市;滨江区,休闲娱乐;茶馆,15088610979
251551,茶兰,明志路117,30.17338591,120.1562512,杭州市;滨江区,休闲娱乐;茶馆,15381012606
251560,喝点茶,春晓路61号附近,30.19795649,120.2102983,杭州市;滨江区,休闲娱乐;茶馆, 
251569,弥茶,江南大道1090号中南购物中心F2,30.19687992,120.1860369,杭州市;滨江区,休闲娱乐;茶馆, 
251596,方外(滨江店),"江虹路1756信雅达国际1幢1楼(银泰喜来登,钱王射潮)",30.21086094,120.1929748,杭州市;滨江区,购物;其它购物,0571-85260966
251614,滨江烟茶行(长河店),长江中路63-1,30.17810152,120.1864897,杭州市;滨江区,购物;烟酒专卖,15068869993
251623,滨江燕坚综合商行,江南大道,30.18514132,120.1539835,杭州市;滨江区,购物;烟酒专卖, 
251632,滨江新宇批发商行,长河街道长江中路73号(长河市场内),30.1784113,120.1863694,杭州市;滨江区,购物;便利店,18969107552
251641,滨江区苗壮副食品商场,新浦路1,30.15619142,120.1478282,杭州市;滨江区,购物;超市,15968808806
251659,享茶(杨家墩店),浦沿杨家墩商业街(明德路西),30.1728854,120.1504142,杭州市;滨江区,美食;冷饮店,13857150500
251668,长河烟酒,长江中路43-8,30.17687337,120.1875327,杭州市;滨江区,购物;烟酒专卖,13105813507
251686,精品童装店,新浦路125,30.15881888,120.146404,杭州市;滨江区,购物;服饰鞋包, 
251695,净梵茶(春波小区店),长河街道春波小区94号,30.19257532,120.2091362,杭州市;滨江区,美食;冷饮店,15375623456
251704,杭州粮油食品有限公司经营部,长江路杭州长河中学北,30.18285175,120.18673,杭州市;滨江区,购物;农贸市场, 
251713,江二农贸市场,滨和路1652号,30.19874472,120.194931,杭州市;滨江区,购物;农贸市场, 
251722,华胜酒水批发,浦沿街道破塘缺村,30.17087041,120.1693202,杭州市;滨江区,购物;烟酒专卖, 
251731,国酒茅台,江南大道228号星光国际广场2幢F1层,30.20996896,120.2049251,杭州市;滨江区,购物;烟酒专卖, 
251740,兰芳园(星光二期店),滨盛路1766号华联星光大道2期B116-1,30.21312479,120.202068,杭州市;滨江区,美食;冷饮店,18072728754
251749,西兴烟酒,固陵路113号,30.19344936,120.2226629,杭州市;滨江区,购物;烟酒专卖,15990042613
251758,利祥烟酒,滨兴小区商铺99号,30.19583569,120.1954526,杭州市;滨江区,购物;烟酒专卖,15857129700
251767,李氏正宗烧酒,东信大道1088号附近,30.18387143,120.1424911,杭州市;滨江区,购物;烟酒专卖, 
251776,葛楼酒,东信大道316号附近,30.18351404,120.1440554,杭州市;滨江区,购物;烟酒专卖, 
251785,马三望食品店,浦沿街道联庄一区151号-2,30.18417935,120.1412276,杭州市;滨江区,购物;超市,15988477986
251794,晨程茶叶店,长二农贸市场外,30.17338181,120.1924665,杭州市;滨江区,购物;其它购物, 
251803,诚和烟酒,固陵路87号附近,30.19272917,120.2223925,杭州市;滨江区,购物;烟酒专卖,13175123877
251812,廿剑烟酒商行,中赢国际(江晖路东),30.20274127,120.2063691,杭州市;滨江区,购物;烟酒专卖, 
251821,安吉特产经营部浦沿店,新浦路161号,30.15939822,120.1460229,杭州市;滨江区,购物;其它购物,13989813167
251830,因味茶,春江郦城(月明路北),30.20236274,120.2002644,杭州市;滨江区,美食;冷饮店, 
251839,暖琴烟酒商行,江汉路与滨盛路交叉口西南100米,30.20868774,120.197176,杭州市;滨江区,购物;烟酒专卖, 
251848,吾泉卷烟店,春波小区商铺065,30.19290706,120.2105693,杭州市;滨江区,购物;烟酒专卖,0571-56687058
251857,新季,伟业路,30.1913118,120.1543942,杭州市;滨江区,美食;茶餐厅, 
251866,有茶出沫(体验点),建业路511号,30.19057015,120.1749453,杭州市;滨江区,美食;其它美食,15397197589
253198,茗枞茶舍,闻涛路1857,30.21123196,120.1936165,杭州市;滨江区,购物;其它购物,18106516621
253666,大夫第2号楼,双庙路与长江路交叉口西南200米,30.17197659,120.1893081,杭州市;滨江区,建筑房产;房产小区附属, 
253675,大夫第5号楼,天官路宝龙主题酒店东南150米,30.17182645,120.1892279,杭州市;滨江区,建筑房产;房产小区附属, 
253819,一儒茶庄(中兴大厦店),中兴大厦西侧100米,30.20847535,120.2022789,杭州市;滨江区,购物;其它购物, 
254845,杭州聚丰机械有限公司,长二村章家里93-1号,30.17804443,120.1881744,杭州市;滨江区,公司企业;公司企业, 
254989,杭州茂源实业有限公司,西兴工业园区聚园路12号东大门,30.18180782,120.2108107,杭州市;滨江区,公司企业;公司企业, 
254998,杭州鼎聚投资管理有限公司,江汉路1785号双城国际4号楼22层,30.20977695,120.1967047,杭州市;滨江区,银行金融;其它银行金融, 
255061,杭州聚阵科技(何乐不为)有限公司,火炬大道三维大厦c幢1601,30.18913221,120.1600009,杭州市;滨江区,公司企业;公司企业, 
255070,杭州聚驰投资管理有限公司,滨兴路1451华盛达广场6层611,30.1913158,120.1780243,杭州市;滨江区,银行金融;其它银行金融, 
255124,杭州鼎聚恒益网络科技有限公司,丹枫路与通和路交叉口北150米,30.21365299,120.2081422,杭州市;滨江区,公司企业;公司企业, 
255205,启迪?名车维修中心,聚园路12号,30.18162639,120.2096282,杭州市;滨江区,汽车;汽车维修,0571-88318761
255223,杭州甘之草科技有限公司,聚工路11号创伟科技园B幢10层,30.18259435,120.2080345,杭州市;滨江区,公司企业;公司企业, 
255232,杭州国韵工艺品有限公司,聚园路12号茂源大厦10F1004,30.18180782,120.2108107,杭州市;滨江区,公司企业;公司企业, 
255241,上海臣晟贸易有限公司(杭州分公司),聚园路12号茂源大厦9F908,30.18180782,120.2108107,杭州市;滨江区,公司企业;公司企业, 
255313,聚募,聚光中心(智慧e谷西200米),30.21023251,120.2161995,杭州市;滨江区,公司企业;公司企业, 
255322,杭州市朴美文化创意有限公司,聚园路12号,30.18158691,120.2100491,杭州市;滨江区,公司企业;公司企业, 
255394,滨江区西兴街道市民学校,聚工路3号,30.17962575,120.209047,杭州市;滨江区,教育学校;培训, 
255403,杭州晨杰科技有限公司,聚园路8,30.18161934,120.2120935,杭州市;滨江区,公司企业;公司企业, 
255439,春风集团3幢,东流路与聚工路交叉口东南100米,30.18608616,120.2095877,杭州市;滨江区,建筑房产;住宅小区, 
255448,滨安小区18幢,聚业路,30.18682329,120.2158608,杭州市;滨江区,建筑房产;住宅小区, 
255475,中共西兴彩印车业有限公司支部委员会,聚工路5号,30.18019579,120.2090971,杭州市;滨江区,机构团体;社会团体, 
255493,中共路达车业有限公司支部委员会,聚工路1号,30.17923584,120.2091072,杭州市;滨江区,机构团体;社会团体, 
255511,滨安小区16幢,聚业路,30.18716464,120.2171934,杭州市;滨江区,建筑房产;住宅小区, 
255565,聚车金融,江汉路1785号双城国际3幢1单元3楼,30.21004692,120.1966947,杭州市;滨江区,银行金融;其它银行金融, 
255619,燕文物流,聚园路12号,30.18218691,120.2100691,杭州市;滨江区,生活服务;邮局速递, 
255691,聚石网络,华盛达广场10楼-1006室,30.19134541,120.1778137,杭州市;滨江区,运动健身;其它运动健身, 
255700,聚园路聚工路口[公交站],177,30.18137656,120.2105813,杭州市;滨江区,基础设施;公交车站, 
256663,珍奥惠民馆,新浦路166,30.15959855,120.1462234,杭州市;滨江区,购物;其它购物, 
257905,杭州润昌贸易有限公司,滨康路228号万福中心C座西1楼,30.18560113,120.2056688,杭州市;滨江区,公司企业;公司企业,0571-89980790
258175,杭州巧润复合材料有限公司,江晖路50号附近,30.18323306,120.2070522,杭州市;滨江区,公司企业;公司企业, 
258571,润益贸易,江南大道4288号东冠创业大厦8层,30.18681039,120.1478658,杭州市;滨江区,公司企业;公司企业, 
259102,浙江浙大圆正机电公司,东冠路611号杭州高新(滨江)金盛科技园4幢6F,30.16278019,120.1529022,杭州市;滨江区,公司企业;公司企业,0571-87651062
259318,山一村[公交站],"354,177,高峰通勤线4,354区间",30.15778949,120.182123,杭州市;滨江区,基础设施;公交车站, 
259372,彩虹城听雨坊4幢,紫之隧道钱江彩虹城小区中国建设银行,30.19070686,120.1516362,杭州市;滨江区,建筑房产;住宅小区, 
259867,同美保洁-东北门,江陵路78-1号附近,30.17820083,120.2132762,杭州市;滨江区,基础设施;门/出入口, 
260029,享廿茶(滨康店),滨康小区74号商铺,30.18169064,120.205188,杭州市;滨江区,美食;冷饮店,13685762543
260245,悦身会主题定制沙龙滨江形象殿,春晓路194,30.19987636,120.2102681,杭州市;滨江区,生活服务;美容美发, 
262243,武警医院自行车租赁点,武警杭州医院?之江医院,30.2112165,120.2108684,杭州市;滨江区,生活服务;其它生活服务, 
262279,杭州江南实验学校2幢,滨和路958号,30.2021129,120.2075919,杭州市;滨江区,教育学校;教育学校附属, 
263620,原路(龙湖滨江天街店),长河街道江汉路1515号江南天街商业中心5楼,30.20328073,120.198951,杭州市;滨江区,购物;珠宝饰品,18069436665
263665,男友力(滨江龙湖天街店),江南大道与江虹路交叉口龙湖天街6F,30.20336012,120.19855,杭州市;滨江区,美食;小吃快餐,17306427795
263692,Merci by nail nail,长河街道江汉路1515号滨江龙湖天街4楼45号(电影院),30.20325259,120.2001942,杭州市;滨江区,生活服务;美容美发,13372521506
263701,中国黄金(龙湖天街店),江汉路1515号龙湖滨江天街B1,30.20361275,120.2003144,杭州市;滨江区,购物;珠宝饰品, 
263710,周大福(龙湖滨江天街店),江汉路1515号滨江天街内,30.20342031,120.1986803,杭州市;滨江区,购物;珠宝饰品, 
263719,淋淋君(龙湖天街店),江汉路,30.20205425,120.201287,杭州市;滨江区,美食;面包甜点, 
263737,Mitti(龙湖滨江天街店),江汉路1515号龙湖滨江天街L3-50,30.20409247,120.200144,杭州市;滨江区,购物;服饰鞋包,17705810374
263773,沃尔斯恩击剑运动中心,江南大道龙湖滨江天街内,30.20374246,120.2001239,杭州市;滨江区,运动健身;其它运动健身,0571-86925336
263809,鹿岛生活馆,江南大道龙湖滨江天街内,30.20281319,120.2005852,杭州市;滨江区,购物;服饰鞋包, 
263899,蕃茄田艺术(龙湖滨江天街店),江汉路1515号L3-09号,30.20373264,120.2002442,杭州市;滨江区,教育学校;培训,0571-86600788
263917,亭西,江汉路1515号龙湖滨江天街F4,30.20313012,120.19854,杭州市;滨江区,美食;冷饮店,18262298176
263926,karibaby婴幼儿游泳护理中心,江汉路1515号龙湖天街3F-47,30.2023141,120.2011967,杭州市;滨江区,购物;母婴儿童, 
263935,久赞深海水产?寿司滨江龙湖店,江汉路1515号龙湖滨江天街B1,30.20406256,120.2002041,杭州市;滨江区,美食;日韩菜,0571-86836857
263953,hot wind热风(龙湖滨江天街店),江汉路1515号龙湖滨江天街F2,30.20340983,120.1983595,杭州市;滨江区,购物;服饰鞋包,15968176032
263971,陇上秦轩,江汉路1515号龙湖滨江天街B1,30.20443282,120.2003946,杭州市;滨江区,美食;小吃快餐, 
263980,万宁,江汉路1515号龙湖滨江天街B1,30.20349289,120.2004047,杭州市;滨江区,购物;化妆品, 
264007,vr体验馆(龙湖滨江天街CGV店),长河街道江汉路1515号龙湖滨江天街商业中心6楼CGV影院内,30.20319051,120.1988007,杭州市;滨江区,休闲娱乐;游乐场,18721107100
264016,ZOWOO,江汉路1515号龙湖滨江天街F5,30.20352231,120.2000137,杭州市;滨江区,购物;珠宝饰品, 
264025,辣小花,江汉路1515号滨江龙湖天街B1-21号(永辉超市),30.20438269,120.2003043,杭州市;滨江区,美食;小吃快餐, 
264043,O2,江汉路1515号龙湖滨江天街F6,30.20345243,120.2000939,杭州市;滨江区,美食;冷饮店, 
264052,CALVIN KLEIN UNDERWEAR,江汉路1515号龙湖滨江天街F1,30.20373117,120.1992618,杭州市;滨江区,购物;服饰鞋包, 
264061,ochirly,江汉路1515号龙湖滨江天街F3,30.20384136,120.1993921,杭州市;滨江区,购物;服饰鞋包, 
264070,w closet,江汉路1515号龙湖滨江天街F3,30.20373116,120.1992518,杭州市;滨江区,购物;服饰鞋包, 
264079,ONE MORE,江汉路1515号龙湖滨江天街F2,30.20292265,120.2002243,杭州市;滨江区,购物;服饰鞋包, 
264088,CALVIN KLEIN PERFORMANCE,江汉路1515号龙湖滨江天街F1,30.20369106,120.1991816,杭州市;滨江区,购物;服饰鞋包, 
264097,ELAND KIDS,江汉路1515号龙湖滨江天街F3,30.20349125,120.1993019,杭州市;滨江区,购物;服饰鞋包, 
264106,Im David,江汉路1515号龙湖滨江天街F4,30.20340021,120.1986102,杭州市;滨江区,购物;服饰鞋包, 
264115,ASICS,江汉路1515号龙湖滨江天街F5,30.20369075,120.1989811,杭州市;滨江区,购物;服饰鞋包, 
264133,BASTO,江汉路1515号龙湖滨江天街F3,30.20318049,120.1987906,杭州市;滨江区,购物;服饰鞋包, 
264160,THE ONE,江汉路1515号龙湖滨江天街F3,30.20274266,120.2002243,杭州市;滨江区,教育学校;培训, 
264169,壹迦桌游-狼人杀谋杀之谜,江汉路1786号钱龙大厦1228室(星光大道二期龙湖天街),30.21010885,120.1979479,杭州市;滨江区,运动健身;游戏棋牌,15957115617; 18657154996
264214,sefini,江汉路1515号龙湖滨江天街F3,30.20328084,120.1990212,杭州市;滨江区,购物;服饰鞋包, 
264223,城市轮滑,江汉路1515号龙湖滨江天街F3,30.20304974,120.1982894,杭州市;滨江区,教育学校;培训, 
